,Date,Confirmed,Deaths,Mortality Rate
Cyprus,03-13-2020,14.0,0.0,0.0
Ghana,03-14-2020,3.0,0.0,0.0
Bangladesh,03-14-2020,3.0,0.0,0.0
Uruguay,03-14-2020,4.0,0.0,0.0
Cuba,03-14-2020,4.0,0.0,0.0
Liechtenstein,03-14-2020,4.0,0.0,0.0
Turkey,03-14-2020,5.0,0.0,0.0
French Guiana,03-14-2020,5.0,0.0,0.0
New Zealand,03-14-2020,6.0,0.0,0.0
Reunion,03-14-2020,6.0,0.0,0.0
Martinique,03-14-2020,9.0,0.0,0.0
Saint Lucia,03-14-2020,1.0,0.0,0.0
Cambodia,03-14-2020,7.0,0.0,0.0
Jamaica,03-14-2020,8.0,0.0,0.0
Lithuania,03-14-2020,8.0,0.0,0.0
Kazakhstan,03-14-2020,6.0,0.0,0.0
Paraguay,03-14-2020,6.0,0.0,0.0
Suriname,03-14-2020,1.0,0.0,0.0
Ukraine,03-14-2020,3.0,1.0,33.33333333333333
Oman,03-14-2020,19.0,0.0,0.0
Malta,03-14-2020,18.0,0.0,0.0
Tunisia,03-14-2020,18.0,0.0,0.0
Bosnia and Herzegovina,03-14-2020,18.0,0.0,0.0
Armenia,03-14-2020,18.0,0.0,0.0
Morocco,03-14-2020,17.0,1.0,5.88235294117647
Bolivia,03-14-2020,10.0,0.0,0.0
Azerbaijan,03-14-2020,15.0,1.0,6.666666666666667
Moldova,03-14-2020,12.0,0.0,0.0
Afghanistan,03-14-2020,11.0,0.0,0.0
Dominican Republic,03-14-2020,11.0,0.0,0.0
Maldives,03-14-2020,10.0,0.0,0.0
Sri Lanka,03-14-2020,10.0,0.0,0.0
Senegal,03-14-2020,10.0,0.0,0.0
North Macedonia,03-14-2020,14.0,0.0,0.0
Venezuela,03-14-2020,2.0,0.0,0.0
Togo,03-14-2020,1.0,0.0,0.0
Trinidad and Tobago,03-14-2020,2.0,0.0,0.0
Saint Vincent and the Grenadines,03-14-2020,1.0,0.0,0.0
Mongolia,03-14-2020,1.0,0.0,0.0
Mauritania,03-14-2020,1.0,0.0,0.0
Kenya,03-14-2020,1.0,0.0,0.0
Jordan,03-14-2020,1.0,0.0,0.0
Holy See,03-14-2020,1.0,0.0,0.0
Colombia,03-14-2020,22.0,0.0,0.0
Guyana,03-14-2020,1.0,1.0,100.0
Guernsey,03-14-2020,1.0,0.0,0.0
Guatemala,03-14-2020,1.0,0.0,0.0
Eswatini,03-14-2020,1.0,0.0,0.0
Ethiopia,03-14-2020,1.0,0.0,0.0
Gabon,03-14-2020,1.0,0.0,0.0
Sudan,03-14-2020,1.0,1.0,100.0
Guinea,03-14-2020,1.0,0.0,0.0
Seychelles,03-14-2020,2.0,0.0,0.0
Nepal,03-14-2020,1.0,0.0,0.0
Cote d'Ivoire,03-14-2020,1.0,0.0,0.0
Jersey,03-14-2020,2.0,0.0,0.0
Nigeria,03-14-2020,2.0,0.0,0.0
Monaco,03-14-2020,2.0,0.0,0.0
Congo (Kinshasa),03-14-2020,2.0,0.0,0.0
Honduras,03-14-2020,2.0,0.0,0.0
Burkina Faso,03-14-2020,2.0,0.0,0.0
Curacao,03-14-2020,1.0,0.0,0.0
Cameroon,03-14-2020,2.0,0.0,0.0
Namibia,03-14-2020,2.0,0.0,0.0
Bhutan,03-14-2020,1.0,0.0,0.0
Antigua and Barbuda,03-14-2020,1.0,0.0,0.0
Guadeloupe,03-14-2020,1.0,0.0,0.0
Cayman Islands,03-14-2020,1.0,0.0,0.0
Andorra,03-14-2020,1.0,0.0,0.0
Aruba,03-14-2020,2.0,0.0,0.0
Latvia,03-14-2020,26.0,0.0,0.0
Sweden,03-14-2020,961.0,2.0,0.20811654526534862
Cyprus,03-14-2020,26.0,0.0,0.0
Qatar,03-14-2020,337.0,0.0,0.0
Australia,03-14-2020,250.0,3.0,1.2
Malaysia,03-14-2020,238.0,0.0,0.0
Greece,03-14-2020,228.0,3.0,1.3157894736842104
Finland,03-14-2020,225.0,0.0,0.0
Singapore,03-14-2020,212.0,0.0,0.0
Austria,03-14-2020,655.0,1.0,0.15267175572519084
Bahrain,03-14-2020,210.0,0.0,0.0
Israel,03-14-2020,193.0,0.0,0.0
Czechia,03-14-2020,189.0,0.0,0.0
Slovenia,03-14-2020,181.0,1.0,0.5524861878453038
Portugal,03-14-2020,169.0,0.0,0.0
Iceland,03-14-2020,156.0,0.0,0.0
Brazil,03-14-2020,151.0,0.0,0.0
Canada,03-14-2020,196.0,1.0,0.5102040816326531
Ireland,03-14-2020,129.0,2.0,1.550387596899225
Belgium,03-14-2020,689.0,4.0,0.5805515239477503
Japan,03-14-2020,773.0,22.0,2.846054333764554
Rwanda,03-14-2020,1.0,0.0,0.0
China,03-14-2020,80977.0,3193.0,3.9430949528878574
Italy,03-14-2020,21157.0,1441.0,6.810984544122513
Iran,03-14-2020,12729.0,611.0,4.800062848613402
"Korea, South",03-14-2020,8086.0,72.0,0.8904279000742024
Spain,03-14-2020,6391.0,195.0,3.0511657017681113
Cruise Ship,03-14-2020,696.0,7.0,1.0057471264367817
Germany,03-14-2020,4585.0,9.0,0.19629225736095968
US,03-14-2020,2726.0,54.0,1.9809244314013204
Switzerland,03-14-2020,1359.0,13.0,0.9565857247976454
United Kingdom,03-14-2020,1143.0,21.0,1.837270341207349
Norway,03-14-2020,1090.0,3.0,0.27522935779816515
Netherlands,03-14-2020,959.0,12.0,1.251303441084463
Denmark,03-14-2020,836.0,1.0,0.11961722488038277
France,03-14-2020,4480.0,91.0,2.03125
Romania,03-14-2020,123.0,0.0,0.0
Estonia,03-14-2020,115.0,0.0,0.0
Philippines,03-14-2020,111.0,8.0,7.207207207207207
Brunei,03-14-2020,40.0,0.0,0.0
Albania,03-14-2020,38.0,1.0,2.631578947368421
South Africa,03-14-2020,38.0,0.0,0.0
Croatia,03-14-2020,38.0,0.0,0.0
Peru,03-14-2020,38.0,0.0,0.0
Algeria,03-14-2020,37.0,3.0,8.108108108108109
Bulgaria,03-14-2020,41.0,2.0,4.878048780487805
Panama,03-14-2020,36.0,1.0,2.7777777777777777
Pakistan,03-14-2020,31.0,0.0,0.0
Hungary,03-14-2020,30.0,0.0,0.0
Georgia,03-14-2020,30.0,0.0,0.0
Ecuador,03-14-2020,28.0,2.0,7.142857142857142
Belarus,03-14-2020,27.0,0.0,0.0
Costa Rica,03-14-2020,26.0,0.0,0.0
Argentina,03-14-2020,34.0,2.0,5.88235294117647
Slovakia,03-14-2020,44.0,0.0,0.0
Serbia,03-14-2020,46.0,0.0,0.0
Luxembourg,03-14-2020,51.0,1.0,1.9607843137254901
Iraq,03-14-2020,110.0,10.0,9.090909090909092
Egypt,03-14-2020,109.0,2.0,1.834862385321101
Kuwait,03-14-2020,104.0,0.0,0.0
Poland,03-14-2020,103.0,3.0,2.912621359223301
Saudi Arabia,03-14-2020,103.0,0.0,0.0
India,03-14-2020,102.0,2.0,1.9607843137254901
Indonesia,03-14-2020,96.0,5.0,5.208333333333334
Lebanon,03-14-2020,93.0,3.0,3.225806451612903
United Arab Emirates,03-14-2020,85.0,0.0,0.0
Thailand,03-14-2020,82.0,1.0,1.2195121951219512
San Marino,03-14-2020,80.0,5.0,6.25
Chile,03-14-2020,61.0,0.0,0.0
Russia,03-14-2020,59.0,0.0,0.0
Taiwan*,03-14-2020,53.0,1.0,1.8867924528301887
Vietnam,03-14-2020,53.0,0.0,0.0
Mexico,03-14-2020,26.0,0.0,0.0
occupied Palestinian territory,03-14-2020,0.0,0.0,
Slovakia,03-15-2020,54.0,0.0,0.0
Italy,03-15-2020,24747.0,1809.0,7.309976966905079
Cambodia,03-15-2020,7.0,0.0,0.0
Ghana,03-15-2020,6.0,0.0,0.0
Paraguay,03-15-2020,6.0,0.0,0.0
Turkey,03-15-2020,6.0,0.0,0.0
Bangladesh,03-15-2020,5.0,0.0,0.0
Guyana,03-15-2020,4.0,1.0,25.0
Reunion,03-15-2020,7.0,0.0,0.0
Uruguay,03-15-2020,4.0,0.0,0.0
Cuba,03-15-2020,4.0,0.0,0.0
Burkina Faso,03-15-2020,3.0,0.0,0.0
Guadeloupe,03-15-2020,3.0,0.0,0.0
Kenya,03-15-2020,3.0,0.0,0.0
Ukraine,03-15-2020,3.0,1.0,33.33333333333333
Honduras,03-15-2020,3.0,0.0,0.0
Liechtenstein,03-15-2020,4.0,0.0,0.0
Jordan,03-15-2020,8.0,0.0,0.0
New Zealand,03-15-2020,8.0,0.0,0.0
Kazakhstan,03-15-2020,9.0,0.0,0.0
Moldova,03-15-2020,23.0,0.0,0.0
Azerbaijan,03-15-2020,23.0,1.0,4.3478260869565215
Oman,03-15-2020,22.0,0.0,0.0
Malta,03-15-2020,21.0,0.0,0.0
Sri Lanka,03-15-2020,18.0,0.0,0.0
Tunisia,03-15-2020,18.0,0.0,0.0
Afghanistan,03-15-2020,16.0,0.0,0.0
North Macedonia,03-15-2020,14.0,0.0,0.0
Maldives,03-15-2020,13.0,0.0,0.0
Lithuania,03-15-2020,12.0,0.0,0.0
Dominican Republic,03-15-2020,11.0,0.0,0.0
Jamaica,03-15-2020,10.0,0.0,0.0
Venezuela,03-15-2020,10.0,0.0,0.0
Bolivia,03-15-2020,10.0,0.0,0.0
Martinique,03-15-2020,9.0,0.0,0.0
Saint Lucia,03-15-2020,2.0,0.0,0.0
Bosnia and Herzegovina,03-15-2020,24.0,0.0,0.0
Seychelles,03-15-2020,2.0,0.0,0.0
Jersey,03-15-2020,2.0,0.0,0.0
Eswatini,03-15-2020,1.0,0.0,0.0
Suriname,03-15-2020,1.0,0.0,0.0
Sudan,03-15-2020,1.0,1.0,100.0
Gabon,03-15-2020,1.0,0.0,0.0
Guatemala,03-15-2020,1.0,0.0,0.0
Guernsey,03-15-2020,1.0,0.0,0.0
Equatorial Guinea,03-15-2020,1.0,0.0,0.0
Guinea,03-15-2020,1.0,0.0,0.0
Mauritania,03-15-2020,1.0,0.0,0.0
Mongolia,03-15-2020,1.0,0.0,0.0
Nepal,03-15-2020,1.0,0.0,0.0
Saint Vincent and the Grenadines,03-15-2020,1.0,0.0,0.0
occupied Palestinian territory,03-15-2020,0.0,0.0,
China,03-15-2020,81003.0,3203.0,3.954174536745553
Holy See,03-15-2020,1.0,0.0,0.0
Ethiopia,03-15-2020,1.0,0.0,0.0
Togo,03-15-2020,1.0,0.0,0.0
Andorra,03-15-2020,1.0,0.0,0.0
Nigeria,03-15-2020,2.0,0.0,0.0
Namibia,03-15-2020,2.0,0.0,0.0
Congo (Kinshasa),03-15-2020,2.0,0.0,0.0
Monaco,03-15-2020,2.0,0.0,0.0
Aruba,03-15-2020,2.0,0.0,0.0
Kosovo,03-15-2020,2.0,0.0,0.0
Rwanda,03-15-2020,1.0,0.0,0.0
Central African Republic,03-15-2020,1.0,0.0,0.0
Cote d'Ivoire,03-15-2020,1.0,0.0,0.0
Congo (Brazzaville),03-15-2020,1.0,0.0,0.0
Bhutan,03-15-2020,1.0,0.0,0.0
Cayman Islands,03-15-2020,1.0,0.0,0.0
Curacao,03-15-2020,1.0,0.0,0.0
Uzbekistan,03-15-2020,1.0,0.0,0.0
Antigua and Barbuda,03-15-2020,1.0,0.0,0.0
Trinidad and Tobago,03-15-2020,2.0,0.0,0.0
Senegal,03-15-2020,24.0,0.0,0.0
Cameroon,03-15-2020,2.0,0.0,0.0
Armenia,03-15-2020,26.0,0.0,0.0
Australia,03-15-2020,297.0,3.0,1.0101010101010102
Czechia,03-15-2020,253.0,0.0,0.0
Israel,03-15-2020,251.0,0.0,0.0
Canada,03-15-2020,250.0,1.0,0.4
Portugal,03-15-2020,245.0,0.0,0.0
Finland,03-15-2020,244.0,0.0,0.0
Greece,03-15-2020,331.0,4.0,1.2084592145015105
Singapore,03-15-2020,226.0,0.0,0.0
Bahrain,03-15-2020,214.0,0.0,0.0
Iceland,03-15-2020,171.0,5.0,2.923976608187134
Estonia,03-15-2020,171.0,0.0,0.0
Brazil,03-15-2020,162.0,0.0,0.0
Philippines,03-15-2020,140.0,11.0,7.857142857142857
Romania,03-15-2020,131.0,0.0,0.0
Slovenia,03-15-2020,219.0,1.0,0.45662100456621
Qatar,03-15-2020,401.0,0.0,0.0
Malaysia,03-15-2020,428.0,0.0,0.0
Cruise Ship,03-15-2020,696.0,7.0,1.0057471264367817
Iran,03-15-2020,13938.0,724.0,5.194432486726933
Cyprus,03-15-2020,26.0,0.0,0.0
"Korea, South",03-15-2020,8162.0,75.0,0.9188924283263906
Spain,03-15-2020,7798.0,289.0,3.7060784816619647
Germany,03-15-2020,5795.0,11.0,0.1898188093183779
France,03-15-2020,4513.0,91.0,2.0163970751163305
US,03-15-2020,3499.0,63.0,1.8005144326950557
Switzerland,03-15-2020,2200.0,14.0,0.6363636363636364
Norway,03-15-2020,1221.0,3.0,0.2457002457002457
United Kingdom,03-15-2020,1144.0,21.0,1.8356643356643356
Netherlands,03-15-2020,1135.0,20.0,1.762114537444934
Sweden,03-15-2020,1022.0,3.0,0.29354207436399216
Belgium,03-15-2020,886.0,4.0,0.4514672686230248
Denmark,03-15-2020,875.0,2.0,0.2285714285714286
Austria,03-15-2020,860.0,1.0,0.11627906976744186
Ireland,03-15-2020,129.0,2.0,1.550387596899225
Poland,03-15-2020,119.0,3.0,2.5210084033613445
Japan,03-15-2020,839.0,22.0,2.622169249106079
Iraq,03-15-2020,116.0,10.0,8.620689655172415
Serbia,03-15-2020,48.0,0.0,0.0
Algeria,03-15-2020,48.0,4.0,8.333333333333332
Argentina,03-15-2020,45.0,2.0,4.444444444444445
Panama,03-15-2020,43.0,1.0,2.3255813953488373
Peru,03-15-2020,43.0,0.0,0.0
Albania,03-15-2020,42.0,1.0,2.380952380952381
Croatia,03-15-2020,49.0,0.0,0.0
Colombia,03-15-2020,34.0,0.0,0.0
Hungary,03-15-2020,32.0,1.0,3.125
Latvia,03-15-2020,30.0,0.0,0.0
Ecuador,03-15-2020,28.0,2.0,7.142857142857142
Morocco,03-15-2020,28.0,1.0,3.571428571428571
Indonesia,03-15-2020,117.0,5.0,4.273504273504273
Costa Rica,03-15-2020,27.0,0.0,0.0
Georgia,03-15-2020,33.0,0.0,0.0
Brunei,03-15-2020,50.0,0.0,0.0
Mexico,03-15-2020,41.0,0.0,0.0
South Africa,03-15-2020,51.0,0.0,0.0
Thailand,03-15-2020,114.0,1.0,0.8771929824561403
India,03-15-2020,113.0,2.0,1.7699115044247788
Bulgaria,03-15-2020,51.0,2.0,3.9215686274509802
Kuwait,03-15-2020,112.0,0.0,0.0
Lebanon,03-15-2020,110.0,3.0,2.727272727272727
Egypt,03-15-2020,110.0,2.0,1.8181818181818181
Saudi Arabia,03-15-2020,103.0,0.0,0.0
San Marino,03-15-2020,101.0,5.0,4.9504950495049505
Belarus,03-15-2020,27.0,0.0,0.0
United Arab Emirates,03-15-2020,98.0,0.0,0.0
Chile,03-15-2020,74.0,0.0,0.0
Russia,03-15-2020,63.0,0.0,0.0
Taiwan*,03-15-2020,59.0,1.0,1.694915254237288
Luxembourg,03-15-2020,59.0,1.0,1.694915254237288
Vietnam,03-15-2020,56.0,0.0,0.0
Pakistan,03-15-2020,53.0,0.0,0.0
Hungary,03-16-2020,39.0,1.0,2.564102564102564
Albania,03-16-2020,51.0,1.0,1.9607843137254901
Bulgaria,03-16-2020,52.0,2.0,3.8461538461538463
Armenia,03-16-2020,52.0,0.0,0.0
Mexico,03-16-2020,53.0,0.0,0.0
Brunei,03-16-2020,54.0,0.0,0.0
Colombia,03-16-2020,54.0,0.0,0.0
Algeria,03-16-2020,54.0,4.0,7.4074074074074066
Serbia,03-16-2020,55.0,0.0,0.0
Croatia,03-16-2020,57.0,0.0,0.0
Argentina,03-16-2020,56.0,2.0,3.571428571428571
Ecuador,03-16-2020,37.0,2.0,5.405405405405405
Vietnam,03-16-2020,61.0,0.0,0.0
Russia,03-16-2020,90.0,0.0,0.0
South Africa,03-16-2020,62.0,0.0,0.0
Slovakia,03-16-2020,63.0,0.0,0.0
Luxembourg,03-16-2020,77.0,1.0,1.2987012987012987
Peru,03-16-2020,86.0,0.0,0.0
United Arab Emirates,03-16-2020,98.0,0.0,0.0
Panama,03-16-2020,55.0,1.0,1.8181818181818181
Taiwan*,03-16-2020,67.0,1.0,1.4925373134328357
Turkey,03-16-2020,18.0,0.0,0.0
Costa Rica,03-16-2020,35.0,0.0,0.0
Azerbaijan,03-16-2020,15.0,1.0,6.666666666666667
Lebanon,03-16-2020,99.0,3.0,3.0303030303030303
Martinique,03-16-2020,15.0,1.0,6.666666666666667
Lithuania,03-16-2020,17.0,0.0,0.0
Jordan,03-16-2020,17.0,0.0,0.0
Venezuela,03-16-2020,17.0,0.0,0.0
North Macedonia,03-16-2020,18.0,0.0,0.0
Tunisia,03-16-2020,20.0,0.0,0.0
Afghanistan,03-16-2020,21.0,0.0,0.0
Oman,03-16-2020,22.0,0.0,0.0
Moldova,03-16-2020,23.0,0.0,0.0
Senegal,03-16-2020,24.0,0.0,0.0
Bosnia and Herzegovina,03-16-2020,25.0,0.0,0.0
Sri Lanka,03-16-2020,28.0,0.0,0.0
Morocco,03-16-2020,29.0,1.0,3.4482758620689653
Malta,03-16-2020,30.0,0.0,0.0
Cyprus,03-16-2020,33.0,0.0,0.0
Georgia,03-16-2020,33.0,0.0,0.0
Latvia,03-16-2020,34.0,0.0,0.0
Belarus,03-16-2020,36.0,0.0,0.0
San Marino,03-16-2020,109.0,7.0,6.422018348623854
Netherlands,03-16-2020,1414.0,24.0,1.6973125884016973
India,03-16-2020,119.0,2.0,1.680672268907563
Malaysia,03-16-2020,566.0,0.0,0.0
Cruise Ship,03-16-2020,696.0,7.0,1.0057471264367817
Japan,03-16-2020,825.0,27.0,3.272727272727273
Denmark,03-16-2020,932.0,3.0,0.3218884120171674
Austria,03-16-2020,1018.0,3.0,0.29469548133595286
Belgium,03-16-2020,1058.0,5.0,0.4725897920604915
Sweden,03-16-2020,1103.0,6.0,0.543970988213962
Norway,03-16-2020,1333.0,3.0,0.22505626406601648
United Kingdom,03-16-2020,1551.0,56.0,3.610573823339781
Switzerland,03-16-2020,2200.0,14.0,0.6363636363636364
US,03-16-2020,4632.0,85.0,1.8350604490500866
France,03-16-2020,6650.0,148.0,2.2255639097744364
Germany,03-16-2020,7272.0,17.0,0.23377337733773376
"Korea, South",03-16-2020,8236.0,75.0,0.9106362311801847
Spain,03-16-2020,9942.0,342.0,3.4399517199758605
Iran,03-16-2020,14991.0,853.0,5.690080715095725
Italy,03-16-2020,27980.0,2158.0,7.71265189421015
China,03-16-2020,81033.0,3217.0,3.969987535942147
Burkina Faso,03-16-2020,15.0,0.0,0.0
Qatar,03-16-2020,439.0,0.0,0.0
Canada,03-16-2020,415.0,4.0,0.9638554216867471
Portugal,03-16-2020,331.0,0.0,0.0
Greece,03-16-2020,331.0,4.0,1.2084592145015105
Kuwait,03-16-2020,123.0,0.0,0.0
Iraq,03-16-2020,124.0,10.0,8.064516129032258
Indonesia,03-16-2020,134.0,5.0,3.731343283582089
Pakistan,03-16-2020,136.0,0.0,0.0
Philippines,03-16-2020,142.0,12.0,8.450704225352112
Thailand,03-16-2020,147.0,1.0,0.6802721088435374
Egypt,03-16-2020,150.0,2.0,1.3333333333333335
Chile,03-16-2020,155.0,0.0,0.0
Romania,03-16-2020,158.0,0.0,0.0
Saudi Arabia,03-16-2020,118.0,0.0,0.0
Ireland,03-16-2020,169.0,2.0,1.183431952662722
Iceland,03-16-2020,180.0,0.0,0.0
Brazil,03-16-2020,200.0,0.0,0.0
Estonia,03-16-2020,205.0,0.0,0.0
Bahrain,03-16-2020,214.0,1.0,0.46728971962616817
Singapore,03-16-2020,243.0,0.0,0.0
Slovenia,03-16-2020,253.0,1.0,0.3952569169960474
Israel,03-16-2020,255.0,0.0,0.0
Finland,03-16-2020,277.0,0.0,0.0
Czechia,03-16-2020,298.0,0.0,0.0
Poland,03-16-2020,177.0,4.0,2.2598870056497176
Maldives,03-16-2020,13.0,0.0,0.0
Australia,03-16-2020,377.0,3.0,0.7957559681697612
Eswatini,03-16-2020,1.0,0.0,0.0
Jersey,03-16-2020,2.0,0.0,0.0
Kosovo,03-16-2020,2.0,0.0,0.0
Namibia,03-16-2020,2.0,0.0,0.0
Saint Lucia,03-16-2020,2.0,0.0,0.0
Nigeria,03-16-2020,2.0,0.0,0.0
Benin,03-16-2020,1.0,0.0,0.0
Bhutan,03-16-2020,1.0,0.0,0.0
Central African Republic,03-16-2020,1.0,0.0,0.0
Gabon,03-16-2020,1.0,0.0,0.0
Antigua and Barbuda,03-16-2020,1.0,0.0,0.0
Congo (Brazzaville),03-16-2020,1.0,0.0,0.0
Cote d'Ivoire,03-16-2020,1.0,0.0,0.0
Equatorial Guinea,03-16-2020,1.0,0.0,0.0
Togo,03-16-2020,1.0,0.0,0.0
The Bahamas,03-16-2020,1.0,0.0,0.0
Republic of the Congo,03-16-2020,1.0,0.0,0.0
Tanzania,03-16-2020,1.0,0.0,0.0
occupied Palestinian territory,03-16-2020,0.0,0.0,
Saint Vincent and the Grenadines,03-16-2020,1.0,0.0,0.0
Nepal,03-16-2020,1.0,0.0,0.0
Mongolia,03-16-2020,1.0,0.0,0.0
Mayotte,03-16-2020,1.0,0.0,0.0
Mauritania,03-16-2020,1.0,0.0,0.0
Congo (Kinshasa),03-16-2020,2.0,0.0,0.0
Liberia,03-16-2020,1.0,0.0,0.0
Holy See,03-16-2020,1.0,0.0,0.0
Guinea,03-16-2020,1.0,0.0,0.0
Guernsey,03-16-2020,1.0,0.0,0.0
Sudan,03-16-2020,1.0,1.0,100.0
Suriname,03-16-2020,1.0,0.0,0.0
Greenland,03-16-2020,1.0,0.0,0.0
Somalia,03-16-2020,1.0,0.0,0.0
Aruba,03-16-2020,2.0,0.0,0.0
Andorra,03-16-2020,2.0,0.0,0.0
New Zealand,03-16-2020,8.0,0.0,0.0
Bolivia,03-16-2020,11.0,0.0,0.0
Dominican Republic,03-16-2020,11.0,0.0,0.0
French Guiana,03-16-2020,11.0,0.0,0.0
Kazakhstan,03-16-2020,10.0,0.0,0.0
Jamaica,03-16-2020,10.0,0.0,0.0
Reunion,03-16-2020,9.0,0.0,0.0
Paraguay,03-16-2020,8.0,0.0,0.0
Guatemala,03-16-2020,2.0,1.0,50.0
Uruguay,03-16-2020,8.0,0.0,0.0
Bangladesh,03-16-2020,8.0,0.0,0.0
Ukraine,03-16-2020,7.0,1.0,14.285714285714285
Cambodia,03-16-2020,7.0,0.0,0.0
Honduras,03-16-2020,6.0,0.0,0.0
Ghana,03-16-2020,6.0,0.0,0.0
Monaco,03-16-2020,7.0,0.0,0.0
Uzbekistan,03-16-2020,6.0,0.0,0.0
Rwanda,03-16-2020,5.0,0.0,0.0
Ethiopia,03-16-2020,5.0,0.0,0.0
Cameroon,03-16-2020,4.0,0.0,0.0
Guyana,03-16-2020,4.0,1.0,25.0
Trinidad and Tobago,03-16-2020,4.0,0.0,0.0
Liechtenstein,03-16-2020,4.0,0.0,0.0
Cuba,03-16-2020,4.0,0.0,0.0
Guadeloupe,03-16-2020,6.0,0.0,0.0
Seychelles,03-16-2020,3.0,0.0,0.0
Kenya,03-16-2020,3.0,0.0,0.0
Guam,03-16-2020,3.0,0.0,0.0
Puerto Rico,03-16-2020,3.0,0.0,0.0
North Macedonia,03-17-2020,26.0,0.0,0.0
Spain,03-17-2020,11748.0,533.0,4.536942458290773
Germany,03-17-2020,9257.0,24.0,0.25926326023549745
Bosnia and Herzegovina,03-17-2020,26.0,0.0,0.0
Senegal,03-17-2020,26.0,0.0,0.0
Iran,03-17-2020,16169.0,988.0,6.110458284371328
Azerbaijan,03-17-2020,28.0,1.0,3.571428571428571
Italy,03-17-2020,31506.0,2503.0,7.9445185044118585
Romania,03-17-2020,184.0,0.0,0.0
Egypt,03-17-2020,196.0,4.0,2.0408163265306123
Iraq,03-17-2020,154.0,11.0,7.142857142857142
Saudi Arabia,03-17-2020,171.0,0.0,0.0
Indonesia,03-17-2020,172.0,5.0,2.9069767441860463
Thailand,03-17-2020,177.0,1.0,0.5649717514124294
Philippines,03-17-2020,187.0,12.0,6.417112299465241
Lithuania,03-17-2020,25.0,0.0,0.0
China,03-17-2020,81058.0,3230.0,3.9848010066865704
Tunisia,03-17-2020,24.0,0.0,0.0
Chile,03-17-2020,201.0,0.0,0.0
Afghanistan,03-17-2020,22.0,0.0,0.0
Honduras,03-17-2020,8.0,0.0,0.0
Paraguay,03-17-2020,9.0,0.0,0.0
Reunion,03-17-2020,9.0,0.0,0.0
Cameroon,03-17-2020,10.0,0.0,0.0
Bangladesh,03-17-2020,10.0,0.0,0.0
India,03-17-2020,142.0,3.0,2.112676056338028
Uzbekistan,03-17-2020,10.0,0.0,0.0
French Guiana,03-17-2020,11.0,0.0,0.0
Bolivia,03-17-2020,11.0,0.0,0.0
Jamaica,03-17-2020,12.0,0.0,0.0
New Zealand,03-17-2020,12.0,0.0,0.0
Maldives,03-17-2020,13.0,0.0,0.0
Ukraine,03-17-2020,14.0,2.0,14.285714285714285
Burkina Faso,03-17-2020,15.0,0.0,0.0
Martinique,03-17-2020,16.0,1.0,6.25
Guadeloupe,03-17-2020,18.0,0.0,0.0
Dominican Republic,03-17-2020,21.0,1.0,4.761904761904762
Oman,03-17-2020,24.0,0.0,0.0
Luxembourg,03-17-2020,140.0,1.0,0.7142857142857143
Georgia,03-17-2020,34.0,0.0,0.0
Lebanon,03-17-2020,120.0,3.0,2.5
Latvia,03-17-2020,49.0,0.0,0.0
Turkey,03-17-2020,47.0,1.0,2.127659574468085
Cyprus,03-17-2020,46.0,0.0,0.0
Sri Lanka,03-17-2020,44.0,0.0,0.0
Costa Rica,03-17-2020,41.0,0.0,0.0
Andorra,03-17-2020,39.0,0.0,0.0
Morocco,03-17-2020,38.0,2.0,5.263157894736842
Hungary,03-17-2020,50.0,1.0,2.0
Malta,03-17-2020,38.0,0.0,0.0
Ghana,03-17-2020,7.0,0.0,0.0
Jordan,03-17-2020,34.0,0.0,0.0
Cambodia,03-17-2020,33.0,0.0,0.0
Venezuela,03-17-2020,33.0,0.0,0.0
Kazakhstan,03-17-2020,33.0,0.0,0.0
Moldova,03-17-2020,30.0,0.0,0.0
Uruguay,03-17-2020,29.0,0.0,0.0
Belarus,03-17-2020,36.0,0.0,0.0
Albania,03-17-2020,55.0,1.0,1.8181818181818181
Brunei,03-17-2020,56.0,0.0,0.0
Ecuador,03-17-2020,58.0,2.0,3.4482758620689653
Peru,03-17-2020,117.0,0.0,0.0
Russia,03-17-2020,114.0,0.0,0.0
San Marino,03-17-2020,109.0,7.0,6.422018348623854
United Arab Emirates,03-17-2020,98.0,0.0,0.0
Mexico,03-17-2020,82.0,0.0,0.0
Armenia,03-17-2020,78.0,0.0,0.0
Taiwan*,03-17-2020,77.0,1.0,1.2987012987012987
Slovakia,03-17-2020,72.0,0.0,0.0
Panama,03-17-2020,69.0,1.0,1.4492753623188406
Argentina,03-17-2020,68.0,2.0,2.941176470588235
Bulgaria,03-17-2020,67.0,2.0,2.9850746268656714
Vietnam,03-17-2020,66.0,0.0,0.0
Colombia,03-17-2020,65.0,0.0,0.0
Croatia,03-17-2020,65.0,0.0,0.0
Serbia,03-17-2020,65.0,0.0,0.0
South Africa,03-17-2020,62.0,0.0,0.0
Algeria,03-17-2020,60.0,4.0,6.666666666666667
Kuwait,03-17-2020,130.0,0.0,0.0
Monaco,03-17-2020,7.0,0.0,0.0
Congo (Kinshasa),03-17-2020,3.0,0.0,0.0
Liechtenstein,03-17-2020,7.0,0.0,0.0
Denmark,03-17-2020,1024.0,4.0,0.390625
Sweden,03-17-2020,1190.0,7.0,0.5882352941176471
Belgium,03-17-2020,1243.0,10.0,0.8045052292839904
Austria,03-17-2020,1332.0,3.0,0.22522522522522523
